FID,year,jday,gmt,icount,lat,lon,code,frp,zen,5kmIGBP,500mIGBP,30mFCCS,30mCDL,1kmGLCC,BinTime
9946,2019,240,12.51,94881,33.43,-90.74,10,35,24.55,12,12,0,5,35,13
9947,2019,240,14.34,95016,33.43,-90.74,10,49.1,29.08,12,12,0,5,35,14.5
9948,2019,241,12.17,95955,33.43,-90.76,10,111.3,26.68,12,12,0,2,35,12.5
9949,2019,241,13.17,96101,33.43,-90.76,10,91.1,23.67,12,12,0,2,35,13.5
9950,2019,241,16.67,96529,33.43,-90.76,10,44.1,54.79,12,12,0,2,35,17
9951,2019,241,17.67,96649,33.43,-90.76,10,29.3,67.18,12,12,0,2,35,18
9952,2019,242,10.34,96987,33.43,-90.76,10,58.9,44.54,12,12,0,2,35,10.5
9953,2019,242,10.51,97006,33.43,-90.76,10,67.5,42.64,12,12,0,2,35,11
9954,2019,242,10.68,97028,33.43,-90.76,10,100.8,40.77,12,12,0,2,35,11
9955,2019,242,10.84,97053,33.43,-90.76,10,184.7,38.94,12,12,0,2,35,11
9956,2019,242,11.01,97081,33.43,-90.76,10,174.3,37.17,12,12,0,2,35,11.5
9957,2019,242,11.17,97105,33.43,-90.76,10,165.6,35.45,12,12,0,2,35,11.5
9958,2019,242,11.34,97128,33.43,-90.76,10,97.6,33.8,12,12,0,2,35,11.5
9959,2019,242,11.51,97152,33.43,-90.76,10,87.4,32.22,12,12,0,2,35,12
9960,2019,242,11.67,97187,33.43,-90.76,10,59.7,30.74,12,12,0,2,35,12
9961,2019,242,12.84,97470,33.43,-90.76,15,65,24.2,12,12,0,2,35,13
9962,2019,242,13.01,97509,33.43,-90.76,10,65.6,24.01,12,12,0,2,35,13.5
9963,2019,242,13.17,97545,33.43,-90.76,10,70.7,24.04,12,12,0,2,35,13.5
9964,2019,242,13.67,97625,33.43,-90.76,10,57.7,25.42,12,12,0,2,35,14
9965,2019,242,17.01,98150,33.4,-90.52,10,37.2,59.34,12,17,0,111,35,17.5
9966,2019,242,17.84,98251,33.4,-90.52,13,65.7,69.72,12,17,0,111,35,18
9967,2019,242,18.01,98271,33.4,-90.52,10,146.1,71.81,12,17,0,111,35,18.5
9968,2019,242,19.01,98338,33.4,-90.52,12,36.1,84.56,12,17,0,111,35,19.5
9969,2019,242,19.51,98368,33.4,-90.52,13,42.8,90.74,12,17,0,111,35,20
9970,2019,243,12.84,98896,33.4,-90.52,10,53.6,24.49,12,17,0,111,35,13
9971,2019,224,13.37,3047,33.5,-96.11,10,42.1,18.14,10,12,0,1,41,13.5
9972,2019,224,13.45,3072,33.5,-96.11,10,43.3,18.07,10,12,0,1,41,13.5
9973,2019,224,13.53,3095,33.5,-96.11,10,43.6,18.07,10,12,0,1,41,14
9974,2019,224,13.62,3125,33.5,-96.11,10,43.9,18.14,10,12,0,1,41,14
9975,2019,224,13.7,3154,33.5,-96.11,10,43.7,18.28,10,12,0,1,41,14
9976,2019,225,10.95,5243,33.52,-95.99,10,110.9,38.88,10,10,0,24,41,11
9977,2019,225,11.53,5404,33.52,-95.99,10,138.6,32.17,10,10,0,24,41,12
9978,2019,225,11.62,5435,33.52,-95.99,10,123.9,31.26,10,10,0,24,41,12
9979,2019,225,12.03,5590,33.5,-96.11,10,45.3,26.97,10,12,0,1,41,12.5
9980,2019,226,12.03,10044,33.45,-99.71,10,63.4,29.59,12,12,0,2,41,12.5
9981,2019,226,12.12,10073,33.45,-99.74,10,46.6,28.74,12,12,0,24,41,12.5
9982,2019,226,12.12,10074,33.45,-99.71,12,55.8,28.72,12,12,0,2,41,12.5
9983,2019,226,12.2,10101,33.45,-99.74,10,33.8,27.89,12,12,0,24,41,12.5
9984,2019,226,12.2,10102,33.45,-99.71,12,40.5,27.87,12,12,0,2,41,12.5
9985,2019,226,12.28,10126,33.45,-99.74,12,50.3,27.06,12,12,0,24,41,12.5
9986,2019,226,12.28,10127,33.45,-99.71,12,75.9,27.04,12,12,0,2,41,12.5
9987,2019,226,12.37,10149,33.45,-99.74,10,40.4,26.25,12,12,0,24,41,12.5
9988,2019,226,12.37,10150,33.45,-99.71,10,51.4,26.23,12,12,0,2,41,12.5
9989,2019,226,12.45,10176,33.45,-99.71,10,47.1,25.45,12,12,0,2,41,12.5
9990,2019,227,12.87,15540,33.18,-87.55,15,71.7,18.67,13,13,60,122,30,13
9991,2019,227,12.95,15569,33.2,-87.55,15,71.1,18.68,13,13,0,122,1,13
9992,2019,227,12.95,15570,33.2,-87.53,15,66.9,18.69,13,13,-9999,121,1,13
9993,2019,227,12.95,15571,33.18,-87.55,15,71.3,18.66,13,13,60,122,30,13
9994,2019,227,12.95,15572,33.18,-87.53,15,69.7,18.66,13,13,231,121,35,13
9995,2019,227,13.03,15600,33.2,-87.53,15,70.8,18.75,13,13,-9999,121,1,13.5
9996,2019,227,13.03,15601,33.18,-87.55,15,70.8,18.73,13,13,60,122,30,13.5
9997,2019,227,13.03,15602,33.18,-87.53,15,70.7,18.73,13,13,231,121,35,13.5
9998,2019,227,13.12,15633,33.2,-87.53,15,69.7,18.88,13,13,-9999,121,1,13.5
9999,2019,227,13.12,15634,33.18,-87.55,15,70.8,18.86,13,13,60,122,30,13.5
10000,2019,227,13.12,15635,33.18,-87.53,15,70.8,18.86,13,13,231,121,35,13.5
10001,2019,227,13.2,15667,33.18,-87.55,15,72.4,19.06,13,13,60,122,30,13.5
10002,2019,227,13.2,15668,33.18,-87.53,15,69.8,19.06,13,13,231,121,35,13.5
10003,2019,227,13.28,15701,33.18,-87.55,15,73.1,19.32,13,13,60,122,30,13.5
10004,2019,227,13.28,15702,33.18,-87.53,15,69.5,19.33,13,13,231,121,35,13.5
10005,2019,227,13.37,15732,33.2,-87.53,15,71.1,19.67,13,13,-9999,121,1,13.5
10006,2019,227,13.37,15733,33.18,-87.55,15,70.8,19.65,13,13,60,122,30,13.5
10007,2019,227,13.37,15734,33.18,-87.53,15,70.4,19.65,13,13,231,121,35,13.5
10008,2019,227,13.45,15767,33.2,-87.53,15,72,20.06,13,13,-9999,121,1,13.5
10009,2019,227,13.45,15768,33.18,-87.55,15,70.2,20.03,13,13,60,122,30,13.5
10010,2019,227,13.45,15769,33.18,-87.53,15,70.6,20.04,13,13,231,121,35,13.5
10011,2019,227,13.53,15787,33.2,-87.53,15,70,20.5,13,13,-9999,121,1,14
10012,2019,227,13.53,15788,33.18,-87.55,15,70.2,20.47,13,13,60,122,30,14
10013,2019,227,13.53,15789,33.18,-87.53,15,69.4,20.48,13,13,231,121,35,14
10014,2019,227,13.62,15808,33.2,-87.55,15,71.1,20.98,13,13,0,122,1,14
10015,2019,227,13.62,15809,33.18,-87.55,15,72,20.96,13,13,60,122,30,14
10016,2019,227,13.62,15810,33.18,-87.53,15,69.3,20.97,13,13,231,121,35,14
10017,2019,227,13.7,15834,33.2,-87.55,15,72.3,21.52,13,13,0,122,1,14
10018,2019,227,13.7,15835,33.2,-87.53,15,70.9,21.53,13,13,-9999,121,1,14
10019,2019,227,13.7,15836,33.18,-87.55,15,71.4,21.5,13,13,60,122,30,14
10020,2019,227,13.7,15837,33.18,-87.53,15,70.7,21.51,13,13,231,121,35,14
10021,2019,227,14.03,15925,33.18,-87.55,15,71.2,24.08,13,13,60,122,30,14.5
10022,2019,227,17.03,16592,33.29,-102.81,15,0.5,46.02,10,10,0,2,41,17.5
10023,2019,227,18.53,16893,33.36,-101.65,15,12.4,65.67,12,12,0,121,40,19
10024,2019,228,12.28,18361,33.18,-87.55,15,70.2,20.81,13,13,60,122,30,12.5
10025,2019,228,12.28,18362,33.18,-87.53,15,68.3,20.8,13,13,231,121,35,12.5
10026,2019,228,12.37,18409,33.2,-87.53,15,69.2,20.39,13,13,-9999,121,1,12.5
10027,2019,228,12.37,18410,33.18,-87.55,15,70.4,20.37,13,13,60,122,30,12.5
10028,2019,228,12.37,18411,33.18,-87.53,15,69.2,20.36,13,13,231,121,35,12.5
10029,2019,228,12.45,18454,33.2,-87.55,15,72.3,20.01,13,13,0,122,1,12.5
10030,2019,228,12.45,18455,33.2,-87.53,15,68.4,20,13,13,-9999,121,1,12.5
10031,2019,228,12.45,18456,33.18,-87.55,15,70.8,19.99,13,13,60,122,30,12.5
10032,2019,228,12.45,18457,33.18,-87.53,15,70.2,19.98,13,13,231,121,35,12.5
10033,2019,228,12.53,18503,33.2,-87.55,15,66.7,19.68,13,13,0,122,1,13
10034,2019,228,12.53,18504,33.2,-87.53,15,70,19.67,13,13,-9999,121,1,13
10035,2019,228,12.53,18505,33.18,-87.55,15,71.4,19.66,13,13,60,122,30,13
10036,2019,228,12.53,18506,33.18,-87.53,15,71.4,19.65,13,13,231,121,35,13
10037,2019,228,12.62,18550,33.2,-87.55,15,66.5,19.42,13,13,0,122,1,13
10038,2019,228,12.62,18551,33.2,-87.53,15,69.5,19.41,13,13,-9999,121,1,13
10039,2019,228,12.62,18552,33.18,-87.55,15,72.8,19.39,13,13,60,122,30,13
10040,2019,228,12.62,18553,33.18,-87.53,15,68.6,19.39,13,13,231,121,35,13
10041,2019,228,12.7,18604,33.2,-87.55,15,68.3,19.21,13,13,0,122,1,13
10042,2019,228,12.7,18605,33.2,-87.53,15,71.5,19.21,13,13,-9999,121,1,13
10043,2019,228,12.7,18606,33.18,-87.55,15,69.1,19.19,13,13,60,122,30,13
10044,2019,228,12.7,18607,33.18,-87.53,15,68.7,19.18,13,13,231,121,35,13
10045,2019,228,12.78,18657,33.2,-87.55,15,69.5,19.07,13,13,0,122,1,13
10046,2019,228,12.78,18658,33.2,-87.53,15,72.7,19.07,13,13,-9999,121,1,13
10047,2019,228,12.78,18659,33.18,-87.55,15,70.3,19.05,13,13,60,122,30,13
10048,2019,228,12.78,18660,33.18,-87.53,15,68.1,19.05,13,13,231,121,35,13
10049,2019,228,12.87,18709,33.2,-87.55,15,69.2,19,13,13,0,122,1,13
10050,2019,228,12.87,18710,33.2,-87.53,15,72.5,19,13,13,-9999,121,1,13
10051,2019,228,12.87,18711,33.18,-87.55,15,70.1,18.98,13,13,60,122,30,13
10052,2019,228,12.87,18712,33.18,-87.53,15,68.9,18.98,13,13,231,121,35,13
10053,2019,228,12.95,18758,33.2,-87.55,15,70,19,13,13,0,122,1,13
10054,2019,228,12.95,18759,33.2,-87.53,15,70.7,19,13,13,-9999,121,1,13
10055,2019,228,12.95,18760,33.18,-87.55,15,71.2,18.98,13,13,60,122,30,13
10056,2019,228,12.95,18761,33.18,-87.53,15,67.8,18.98,13,13,231,121,35,13
10057,2019,228,13.12,18802,33.2,-87.55,15,68.7,19.2,13,13,0,122,1,13.5
10058,2019,228,13.12,18803,33.2,-87.53,15,71.1,19.2,13,13,-9999,121,1,13.5
10059,2019,228,13.12,18804,33.18,-87.55,15,75,19.17,13,13,60,122,30,13.5
10060,2019,228,13.12,18805,33.18,-87.53,15,70.1,19.18,13,13,231,121,35,13.5
10061,2019,228,13.2,18850,33.2,-87.55,15,70.4,19.4,13,13,0,122,1,13.5
10062,2019,228,13.2,18851,33.2,-87.53,15,71.1,19.4,13,13,-9999,121,1,13.5
10063,2019,228,13.2,18852,33.18,-87.55,15,74.3,19.37,13,13,60,122,30,13.5
10064,2019,228,13.2,18853,33.18,-87.53,15,68.6,19.38,13,13,231,121,35,13.5
10065,2019,228,13.28,18897,33.2,-87.55,15,69.3,19.66,13,13,0,122,1,13.5
10066,2019,228,13.28,18898,33.2,-87.53,15,71.7,19.66,13,13,-9999,121,1,13.5
10067,2019,228,13.28,18899,33.18,-87.55,15,75.4,19.64,13,13,60,122,30,13.5
10068,2019,228,13.28,18900,33.18,-87.53,15,68.7,19.64,13,13,231,121,35,13.5
10069,2019,228,13.37,18939,33.2,-87.55,15,68.8,19.98,13,13,0,122,1,13.5
10070,2019,228,13.37,18940,33.2,-87.53,15,72.8,19.99,13,13,-9999,121,1,13.5
10071,2019,228,13.37,18941,33.18,-87.55,15,70.7,19.96,13,13,60,122,30,13.5
10072,2019,228,13.37,18942,33.18,-87.53,15,70.1,19.97,13,13,231,121,35,13.5
10073,2019,228,13.45,18979,33.18,-87.55,15,75,20.34,13,13,60,122,30,13.5
10074,2019,228,13.53,19014,33.18,-87.55,15,73.2,20.78,13,13,60,122,30,14
10075,2019,228,13.62,19045,33.18,-87.55,15,70.4,21.27,13,13,60,122,30,14
10076,2019,228,13.7,19082,33.2,-87.55,15,68.8,21.82,13,13,0,122,1,14
10077,2019,228,13.7,19083,33.2,-87.53,15,71.4,21.83,13,13,-9999,121,1,14
10078,2019,228,13.87,19152,33.18,-87.53,15,69.2,23.02,13,13,231,121,35,14
10079,2019,228,18.28,20847,33.28,-102.93,15,21.3,61.66,10,10,232,152,41,18.5
10080,2019,228,18.95,21127,33.32,-102.37,15,19.5,70.48,12,12,0,2,41,19
10081,2019,229,11.87,22342,33.47,-99.08,10,33.5,31.47,12,12,0,24,41,12
10082,2019,229,12.03,22390,33.18,-87.55,15,69.6,22.68,13,13,60,122,30,12.5
10083,2019,229,12.03,22391,33.18,-87.53,15,64.9,22.67,13,13,231,121,35,12.5
10084,2019,229,12.12,22421,33.2,-87.55,15,65.1,22.13,13,13,0,122,1,12.5
10085,2019,229,12.12,22422,33.2,-87.53,15,66.1,22.12,13,13,-9999,121,1,12.5
10086,2019,229,12.12,22423,33.18,-87.55,15,70.3,22.1,13,13,60,122,30,12.5
10087,2019,229,12.12,22424,33.18,-87.53,15,65.9,22.09,13,13,231,121,35,12.5
10088,2019,229,12.2,22455,33.2,-87.55,15,65.5,21.6,13,13,0,122,1,12.5
10089,2019,229,12.2,22456,33.2,-87.53,15,64.8,21.59,13,13,-9999,121,1,12.5
10090,2019,229,12.2,22457,33.18,-87.55,15,71.4,21.57,13,13,60,122,30,12.5
10091,2019,229,12.2,22458,33.18,-87.53,15,65,21.56,13,13,231,121,35,12.5
10092,2019,229,12.28,22484,33.2,-87.55,15,67.6,21.11,13,13,0,122,1,12.5
10093,2019,229,12.28,22485,33.2,-87.53,15,66,21.1,13,13,-9999,121,1,12.5
10094,2019,229,12.28,22486,33.18,-87.55,15,72.1,21.09,13,13,60,122,30,12.5
10095,2019,229,12.28,22487,33.18,-87.53,15,66.2,21.08,13,13,231,121,35,12.5
10096,2019,229,12.37,22508,33.2,-87.55,15,67.8,20.68,13,13,0,122,1,12.5
10097,2019,229,12.37,22509,33.2,-87.53,15,70,20.67,13,13,-9999,121,1,12.5
10098,2019,229,12.37,22510,33.18,-87.55,15,72.6,20.66,13,13,60,122,30,12.5
10099,2019,229,12.37,22511,33.18,-87.53,15,68.1,20.65,13,13,231,121,35,12.5
10100,2019,229,12.45,22539,33.2,-87.55,15,68.7,20.3,13,13,0,122,1,12.5
10101,2019,229,12.45,22540,33.2,-87.53,15,70.6,20.29,13,13,-9999,121,1,12.5
10102,2019,229,12.45,22541,33.18,-87.55,15,72.4,20.28,13,13,60,122,30,12.5
10103,2019,229,12.45,22542,33.18,-87.53,15,68.3,20.27,13,13,231,121,35,12.5
10104,2019,229,12.53,22566,33.2,-87.55,15,67,19.98,13,13,0,122,1,13
10105,2019,229,12.53,22567,33.2,-87.53,15,69.4,19.97,13,13,-9999,121,1,13
10106,2019,229,12.53,22568,33.18,-87.55,15,73.4,19.95,13,13,60,122,30,13
10107,2019,229,12.53,22569,33.18,-87.53,15,68.1,19.95,13,13,231,121,35,13
10108,2019,229,12.62,22595,33.2,-87.55,15,66.3,19.72,13,13,0,122,1,13
10109,2019,229,12.62,22596,33.2,-87.53,15,67.3,19.71,13,13,-9999,121,1,13
10110,2019,229,12.62,22597,33.18,-87.55,15,76.1,19.69,13,13,60,122,30,13
10111,2019,229,12.62,22598,33.18,-87.53,15,68.6,19.69,13,13,231,121,35,13
10112,2019,229,12.7,22627,33.2,-87.55,15,69.8,19.52,13,13,0,122,1,13
10113,2019,229,12.7,22628,33.2,-87.53,15,72.4,19.52,13,13,-9999,121,1,13
10114,2019,229,12.7,22629,33.18,-87.55,15,73.2,19.5,13,13,60,122,30,13
10115,2019,229,12.7,22630,33.18,-87.53,15,70.4,19.49,13,13,231,121,35,13
10116,2019,229,12.78,22658,33.2,-87.55,15,69.3,19.39,13,13,0,122,1,13
10117,2019,229,12.78,22659,33.2,-87.53,15,71.8,19.38,13,13,-9999,121,1,13
10118,2019,229,12.78,22660,33.18,-87.55,15,69.8,19.36,13,13,60,122,30,13
10119,2019,229,12.78,22661,33.18,-87.53,15,71,19.36,13,13,231,121,35,13
10120,2019,229,12.87,22687,33.2,-87.55,15,67.5,19.32,13,13,0,122,1,13
10121,2019,229,12.87,22688,33.2,-87.53,15,69.4,19.32,13,13,-9999,121,1,13
10122,2019,229,12.87,22689,33.18,-87.55,15,71.3,19.3,13,13,60,122,30,13
10123,2019,229,12.87,22690,33.18,-87.53,15,69.1,19.29,13,13,231,121,35,13
10124,2019,229,12.95,22716,33.2,-87.55,15,68,19.32,13,13,0,122,1,13
10125,2019,229,12.95,22717,33.2,-87.53,15,70.2,19.32,13,13,-9999,121,1,13
10126,2019,229,12.95,22718,33.18,-87.55,15,76.2,19.3,13,13,60,122,30,13
10127,2019,229,12.95,22719,33.18,-87.53,15,68.6,19.3,13,13,231,121,35,13
10128,2019,229,13.03,22750,33.2,-87.55,15,69.7,19.39,13,13,0,122,1,13.5
10129,2019,229,13.03,22751,33.2,-87.53,15,71.5,19.39,13,13,-9999,121,1,13.5
10130,2019,229,13.03,22752,33.18,-87.55,15,76,19.36,13,13,60,122,30,13.5
10131,2019,229,13.03,22753,33.18,-87.53,15,75.4,19.36,13,13,231,121,35,13.5
10132,2019,229,13.12,22783,33.2,-87.55,15,71,19.52,13,13,0,122,1,13.5
10133,2019,229,13.12,22784,33.2,-87.53,15,73.5,19.52,13,13,-9999,121,1,13.5
10134,2019,229,13.12,22785,33.18,-87.55,15,75,19.5,13,13,60,122,30,13.5
10135,2019,229,13.12,22786,33.18,-87.53,15,71.1,19.5,13,13,231,121,35,13.5
10136,2019,229,13.2,22812,33.18,-87.55,15,75.8,19.69,13,13,60,122,30,13.5
10137,2019,229,13.28,22843,33.2,-87.55,15,69.6,19.98,13,13,0,122,1,13.5
10138,2019,229,13.28,22844,33.2,-87.53,15,72.3,19.98,13,13,-9999,121,1,13.5
10139,2019,229,13.28,22845,33.18,-87.55,15,76.3,19.95,13,13,60,122,30,13.5
10140,2019,229,13.28,22846,33.18,-87.53,15,75.7,19.96,13,13,231,121,35,13.5
10141,2019,229,13.37,22878,33.2,-87.55,15,69.5,20.3,13,13,0,122,1,13.5
10142,2019,229,13.37,22879,33.2,-87.53,15,71.7,20.3,13,13,-9999,121,1,13.5
10143,2019,229,13.37,22880,33.18,-87.55,15,77.4,20.28,13,13,60,122,30,13.5
10144,2019,229,13.37,22881,33.18,-87.53,15,71.7,20.28,13,13,231,121,35,13.5
10145,2019,229,13.45,22911,33.2,-87.55,15,68.9,20.68,13,13,0,122,1,13.5
10146,2019,229,13.45,22912,33.2,-87.53,15,71.7,20.68,13,13,-9999,121,1,13.5
10147,2019,229,13.45,22913,33.18,-87.55,15,71.3,20.66,13,13,60,122,30,13.5
10148,2019,229,13.45,22914,33.18,-87.53,15,73,20.66,13,13,231,121,35,13.5
10149,2019,229,13.53,22940,33.2,-87.55,15,68.7,21.11,13,13,0,122,1,14
10150,2019,229,13.53,22941,33.2,-87.53,15,72.5,21.12,13,13,-9999,121,1,14
10151,2019,229,13.53,22942,33.18,-87.55,15,70.1,21.09,13,13,60,122,30,14
10152,2019,229,13.53,22943,33.18,-87.53,15,72.2,21.1,13,13,231,121,35,14
10153,2019,229,13.62,22977,33.2,-87.55,15,69.7,21.59,13,13,0,122,1,14
10154,2019,229,13.62,22978,33.2,-87.53,15,70.4,21.6,13,13,-9999,121,1,14
10155,2019,229,13.62,22979,33.18,-87.55,15,71.1,21.58,13,13,60,122,30,14
10156,2019,229,13.62,22980,33.18,-87.53,15,71,21.58,13,13,231,121,35,14
10157,2019,229,13.7,23011,33.2,-87.55,15,70.7,22.13,13,13,0,122,1,14
10158,2019,229,13.7,23012,33.2,-87.53,15,70.1,22.14,13,13,-9999,121,1,14
10159,2019,229,13.7,23013,33.18,-87.55,15,70.5,22.11,13,13,60,122,30,14
10160,2019,229,13.7,23014,33.18,-87.53,15,70.2,22.12,13,13,231,121,35,14
10161,2019,229,13.78,23047,33.2,-87.55,15,68.7,22.7,13,13,0,122,1,14
10162,2019,229,13.78,23048,33.2,-87.53,15,68.3,22.71,13,13,-9999,121,1,14
10163,2019,229,13.78,23049,33.18,-87.55,15,70.8,22.68,13,13,60,122,30,14
10164,2019,229,13.78,23050,33.18,-87.53,15,70.7,22.69,13,13,231,121,35,14
10165,2019,229,13.87,23092,33.2,-87.55,15,68.2,23.32,13,13,0,122,1,14
10166,2019,229,13.87,23093,33.2,-87.53,15,69.9,23.33,13,13,-9999,121,1,14
10167,2019,229,13.87,23094,33.18,-87.55,15,68.3,23.3,13,13,60,122,30,14
10168,2019,229,13.87,23095,33.18,-87.53,15,70.6,23.31,13,13,231,121,35,14
10169,2019,229,13.95,23134,33.2,-87.55,15,65.8,23.98,13,13,0,122,1,14
10170,2019,229,13.95,23135,33.2,-87.53,15,69.2,23.99,13,13,-9999,121,1,14
10171,2019,229,13.95,23136,33.18,-87.55,15,69.1,23.96,13,13,60,122,30,14
10172,2019,229,13.95,23137,33.18,-87.53,15,69.1,23.97,13,13,231,121,35,14
10173,2019,229,14.03,23172,33.2,-87.55,15,67.1,24.66,13,13,0,122,1,14.5
10174,2019,229,14.03,23173,33.2,-87.53,15,69.6,24.68,13,13,-9999,121,1,14.5
10175,2019,229,14.03,23174,33.18,-87.55,15,68.8,24.65,13,13,60,122,30,14.5
10176,2019,229,14.03,23175,33.18,-87.53,15,69.3,24.66,13,13,231,121,35,14.5
10177,2019,229,14.12,23212,33.2,-87.53,15,68.5,25.4,13,13,-9999,121,1,14.5
10178,2019,229,14.12,23213,33.18,-87.55,15,68.3,25.37,13,13,60,122,30,14.5
10179,2019,229,14.12,23214,33.18,-87.53,15,69.3,25.39,13,13,231,121,35,14.5
10180,2019,229,14.2,23253,33.18,-87.55,15,68.1,26.12,13,13,60,122,30,14.5
10181,2019,229,14.2,23254,33.18,-87.53,15,68.6,26.14,13,13,231,121,35,14.5
10182,2019,229,14.28,23300,33.18,-87.55,15,67.5,26.9,13,13,60,122,30,14.5
10183,2019,229,14.28,23301,33.18,-87.53,15,67.6,26.92,13,13,231,121,35,14.5
10184,2019,229,14.37,23338,33.18,-87.55,15,70.1,27.7,13,13,60,122,30,14.5
10185,2019,229,18.7,25522,33.32,-102.29,15,5.1,67.62,12,12,0,2,40,19
10186,2019,230,11.94,27150,33.2,-87.53,15,68.7,23.62,13,13,-9999,121,1,12
10187,2019,230,12.02,27184,33.2,-87.55,15,67.9,23.02,13,13,0,122,1,12.5
10188,2019,230,12.02,27185,33.2,-87.53,15,70.5,23.01,13,13,-9999,121,1,12.5
10189,2019,230,12.02,27186,33.18,-87.55,15,68.5,23,13,13,60,122,30,12.5
10190,2019,230,12.02,27187,33.18,-87.53,15,70.8,22.99,13,13,231,121,35,12.5
10191,2019,230,12.11,27216,33.2,-87.53,15,64.6,22.44,13,13,-9999,121,1,12.5
10192,2019,230,12.11,27217,33.18,-87.55,15,70,22.42,13,13,60,122,30,12.5
10193,2019,230,12.11,27218,33.18,-87.53,15,70.8,22.41,13,13,231,121,35,12.5
10194,2019,230,12.19,27242,33.2,-87.55,15,68.2,21.92,13,13,0,122,1,12.5
10195,2019,230,12.19,27243,33.2,-87.53,15,73.7,21.91,13,13,-9999,121,1,12.5
10196,2019,230,12.19,27244,33.18,-87.55,15,68.9,21.9,13,13,60,122,30,12.5
10197,2019,230,12.19,27245,33.18,-87.53,15,69.3,21.89,13,13,231,121,35,12.5
10198,2019,230,12.27,27270,33.2,-87.55,15,66.9,21.44,13,13,0,122,1,12.5
10199,2019,230,12.27,27271,33.2,-87.53,15,69.3,21.43,13,13,-9999,121,1,12.5
10200,2019,230,12.27,27272,33.18,-87.55,15,66.8,21.41,13,13,60,122,30,12.5
10201,2019,230,12.36,27297,33.2,-87.55,15,69.9,21.01,13,13,0,122,1,12.5
10202,2019,230,12.36,27298,33.2,-87.53,15,68.1,21,13,13,-9999,121,1,12.5
10203,2019,230,12.36,27299,33.18,-87.55,15,68,20.98,13,13,60,122,30,12.5
10204,2019,230,12.44,27328,33.18,-87.55,15,71.6,20.6,13,13,60,122,30,12.5
10205,2019,230,12.52,27351,33.18,-87.55,15,68.9,20.28,13,13,60,122,30,13
10206,2019,230,13.61,27671,33.2,-87.53,15,71.2,21.87,13,13,-9999,121,1,14
10207,2019,230,13.94,27790,33.2,-87.53,15,68.9,24.22,13,13,-9999,121,1,14
10208,2019,236,14.84,60461,33.4,-90.73,15,37.8,32.43,12,12,0,5,35,15
10209,2019,236,15.01,60475,33.4,-90.73,15,47.1,34.15,12,12,0,5,35,15.5
10210,2019,238,17.51,86705,33.32,-102.37,15,3.4,54.73,12,12,0,2,41,18
10211,2019,241,13.17,96102,33.4,-90.76,10,68.8,23.65,12,12,0,5,35,13.5
10212,2019,241,16.84,96549,33.48,-93.42,10,28.3,54.67,8,9,264,141,27,17
10213,2019,241,17.34,96613,33.48,-93.42,14,30.1,60.83,8,9,264,141,27,17.5
10214,2019,241,17.51,96631,33.48,-93.42,15,24.5,62.9,8,9,264,141,27,18
10215,2019,241,17.67,96650,33.48,-93.42,15,24.2,64.97,8,9,264,141,27,18
10216,2019,242,17.17,98167,33.37,-90.52,10,46.7,61.4,12,12,0,5,35,17.5
10217,2019,242,17.34,98185,33.37,-90.52,15,37.9,63.48,12,12,0,5,35,17.5
10218,2019,242,17.67,98227,33.37,-90.52,15,43,67.64,12,12,0,5,35,18
10219,2019,242,18.01,98272,33.37,-90.52,10,130.5,71.81,12,12,0,5,35,18.5
10220,2019,242,18.17,98283,33.37,-90.52,13,63.8,73.9,12,12,0,5,35,18.5
10221,2019,242,18.34,98294,33.37,-90.52,10,39.5,75.99,12,12,0,5,35,18.5
10222,2019,242,18.84,98326,33.37,-90.52,10,53.1,82.23,12,12,0,5,35,19
10223,2019,242,19.17,98358,33.37,-90.52,15,22.2,86.63,12,12,0,5,35,19.5
10224,2019,242,19.34,98365,33.37,-90.52,13,34.9,88.69,12,12,0,5,35,19.5
10225,2019,242,19.67,98370,33.37,-90.52,15,21.8,92.79,12,12,0,5,35,20
10226,2019,243,13.17,98910,33.37,-90.52,10,72.4,24.37,12,12,0,5,35,13.5
10227,2019,243,13.34,98923,33.37,-90.52,14,62.5,24.65,12,12,0,5,35,13.5
10228,2019,243,13.51,98949,33.37,-90.52,15,22.4,25.13,12,12,0,5,35,14
10229,2019,224,8.95,1927,33.44,-94.2,10,26.7,61.92,8,9,281,142,27,9
10230,2019,224,9.03,1933,33.44,-94.2,10,46.3,60.88,8,9,281,142,27,9.5
10231,2019,224,9.12,1938,33.44,-94.2,10,78,59.83,8,9,281,142,27,9.5
10232,2019,224,9.2,1943,33.44,-94.2,10,148.9,58.79,8,9,281,142,27,9.5
10233,2019,224,9.28,1947,33.44,-94.2,10,186.1,57.75,8,9,281,142,27,9.5
10234,2019,224,9.37,1951,33.44,-94.2,10,160.6,56.71,8,9,281,142,27,9.5
10235,2019,224,9.45,1955,33.44,-94.2,10,161.9,55.67,8,9,281,142,27,9.5
10236,2019,224,9.53,1959,33.44,-94.2,10,154.5,54.62,8,9,281,142,27,10
10237,2019,224,9.62,1968,33.44,-94.2,10,168.5,53.58,8,9,281,142,27,10
10238,2019,224,9.7,1976,33.44,-94.2,10,184.8,52.55,8,9,281,142,27,10
10239,2019,224,9.78,1984,33.44,-94.2,10,251,51.51,8,9,281,142,27,10
10240,2019,224,9.87,1994,33.44,-94.2,10,273,50.47,8,9,281,142,27,10
