FID,year,jday,gmt,icount,lat,lon,code,frp,zen,5kmIGBP,500mIGBP,30mFCCS,30mCDL,1kmGLCC,BinTime
7607,2019,238,17.17,86656,34.15,-95.31,10,39.9,56.56,8,9,406,142,26,17.5
7608,2019,238,17.34,86680,34.15,-95.31,10,33.6,58.6,8,9,406,142,26,17.5
7609,2019,238,17.51,86703,34.15,-95.31,10,30.1,60.65,8,9,406,142,26,18
7610,2019,238,17.67,86723,34.15,-95.31,10,25.8,62.71,8,9,406,142,26,18
7611,2019,238,17.84,86741,34.15,-95.31,10,25.9,64.77,8,9,406,142,26,18
7612,2019,240,18.01,95259,34.03,-90.68,13,32.7,71.17,12,12,0,5,57,18.5
7613,2019,240,18.17,95274,34.03,-90.68,14,31,73.24,12,12,0,5,57,18.5
7614,2019,241,13.84,96187,34.08,-100.38,15,56.8,24.35,10,10,232,152,41,14
7615,2019,241,14.01,96203,34.08,-100.38,15,58.7,24.63,10,10,232,152,41,14.5
7616,2019,241,14.51,96270,34.08,-100.38,15,60.9,26.64,10,10,232,152,41,15
7617,2019,241,16.34,96495,34.03,-90.68,13,41.4,50.98,12,12,0,5,57,16.5
7618,2019,241,16.51,96515,34.03,-90.68,14,26.5,52.97,12,12,0,5,57,17
7619,2019,241,16.84,96546,34.03,-90.68,14,31.8,57.01,12,12,0,5,57,17
7620,2019,241,17.01,96564,34.03,-90.68,10,40.8,59.05,12,12,0,5,57,17.5
7621,2019,242,16.17,98048,34.07,-100.72,15,9.3,41.65,10,10,352,152,94,16.5
7622,2019,242,16.17,98049,34.07,-100.56,15,6.9,41.76,10,10,232,152,41,16.5
7623,2019,243,13.34,98920,34.08,-100.38,15,67.9,25.51,10,10,232,152,41,13.5
7624,2019,228,19.03,21160,33.96,-101.88,15,12.5,72.07,12,12,57,176,41,19.5
7625,2019,229,20.7,25931,34.04,-100.39,15,68.8,93.71,10,10,232,121,41,21
7626,2019,229,20.78,25939,34.04,-100.39,15,77.9,94.69,10,10,232,121,41,21
7627,2019,229,22.12,25987,34.04,-100.42,14,169,109.53,10,10,232,152,41,22.5
7628,2019,229,22.12,25988,34.04,-100.39,15,139.1,109.55,10,10,232,121,41,22.5
7629,2019,229,22.2,25989,34.04,-100.42,10,258.2,110.4,10,10,232,152,41,22.5
7630,2019,229,22.2,25990,34.04,-100.39,10,187.7,110.42,10,10,232,121,41,22.5
7631,2019,229,22.28,25992,34.04,-100.42,10,229.2,111.25,10,10,232,152,41,22.5
7632,2019,229,22.28,25993,34.04,-100.39,10,188.7,111.27,10,10,232,121,41,22.5
7633,2019,229,22.45,25995,34.04,-100.39,10,138.1,112.96,10,10,232,121,41,22.5
7634,2019,229,22.53,25998,34.04,-100.42,10,158.1,113.77,10,10,232,152,41,23
7635,2019,229,22.53,25999,34.04,-100.39,10,151,113.79,10,10,232,121,41,23
7636,2019,229,22.62,26002,34.04,-100.42,10,93.3,114.59,10,10,232,152,41,23
7637,2019,229,22.86,26007,34.04,-100.42,10,55.9,116.9,10,10,232,152,41,23
7638,2019,229,22.94,26009,34.04,-100.39,10,48.9,117.68,10,10,232,121,41,23
7639,2019,229,23.02,26010,34.04,-100.39,10,44.8,118.44,10,10,232,121,41,23.5
7640,2019,229,23.11,26011,34.04,-100.39,10,38.5,119.19,10,10,232,121,41,23.5
7641,2019,229,23.19,26012,34.04,-100.39,10,35.8,119.92,10,10,232,121,41,23.5
7642,2019,229,23.27,26014,34.04,-100.39,10,32.3,120.64,10,10,232,121,41,23.5
7643,2019,229,23.36,26016,34.04,-100.39,10,33,121.34,10,10,232,121,41,23.5
7644,2019,229,23.44,26017,34.04,-100.39,10,31,122.02,10,10,232,121,41,23.5
7645,2019,229,23.52,26019,34.04,-100.39,10,30.5,122.69,10,10,232,121,41,24
7646,2019,229,23.61,26021,34.04,-100.39,10,30.4,123.34,10,10,232,121,41,24
7647,2019,229,23.86,26028,34.04,-100.39,10,30.6,125.19,10,10,232,121,41,24
7648,2019,230,0.03,26029,34.04,-100.42,10,33,126.32,10,10,232,152,41,0.5
7649,2019,230,0.36,26030,34.04,-100.42,10,32.7,128.34,10,10,232,152,41,0.5
7650,2019,230,9.61,26843,34.04,-100.39,10,35.2,59.6,10,10,232,121,41,10
7651,2019,230,9.69,26845,34.04,-100.39,10,39.7,58.57,10,10,232,121,41,10
7652,2019,230,9.77,26849,34.04,-100.39,10,45,57.54,10,10,232,121,41,10
7653,2019,230,9.86,26859,34.04,-100.39,10,44.3,56.51,10,10,232,121,41,10
7654,2019,230,9.94,26866,34.04,-100.39,10,35.2,55.48,10,10,232,121,41,10
7655,2019,230,10.02,26871,34.04,-100.39,10,45.3,54.45,10,10,232,121,41,10.5
7656,2019,230,10.11,26873,34.04,-100.39,10,100,53.43,10,10,232,121,41,10.5
7657,2019,230,10.19,26879,34.04,-100.39,10,94.2,52.4,10,10,232,121,41,10.5
7658,2019,230,10.27,26888,34.04,-100.39,10,94,51.38,10,10,232,121,41,10.5
7659,2019,230,10.36,26893,34.04,-100.39,10,191.2,50.37,10,10,232,121,41,10.5
7660,2019,230,10.36,26894,34.03,-100.36,10,103.7,50.34,10,10,0,61,41,10.5
7661,2019,230,10.44,26899,34.04,-100.39,10,142.5,49.35,10,10,232,121,41,10.5
7662,2019,230,10.52,26902,34.04,-100.39,10,146.1,48.34,10,10,232,121,41,11
7663,2019,230,10.61,26907,34.04,-100.39,10,268.5,47.33,10,10,232,121,41,11
7664,2019,230,10.61,26908,34.03,-100.36,10,181.8,47.31,10,10,0,61,41,11
7665,2019,230,10.69,26914,34.04,-100.39,10,141,46.33,10,10,232,121,41,11
7666,2019,230,10.69,26915,34.03,-100.36,10,85.8,46.31,10,10,0,61,41,11
7667,2019,230,10.77,26923,34.04,-100.39,10,119.4,45.33,10,10,232,121,41,11
7668,2019,230,10.86,26930,34.04,-100.39,10,103.7,44.33,10,10,232,121,41,11
7669,2019,230,10.94,26938,34.04,-100.39,10,154.7,43.34,10,10,232,121,41,11
7670,2019,230,10.94,26939,34.03,-100.36,10,137.6,43.32,10,10,0,61,41,11
7671,2019,230,11.02,26948,34.04,-100.39,10,117.1,42.36,10,10,232,121,41,11.5
7672,2019,230,11.02,26949,34.03,-100.36,10,113.8,42.34,10,10,0,61,41,11.5
7673,2019,230,11.11,26956,34.04,-100.39,10,99.3,41.38,10,10,232,121,41,11.5
7674,2019,230,11.11,26957,34.03,-100.36,10,75,41.36,10,10,0,61,41,11.5
7675,2019,230,11.19,26970,34.04,-100.39,10,101.7,40.41,10,10,232,121,41,11.5
7676,2019,230,11.19,26971,34.03,-100.36,10,78.8,40.39,10,10,0,61,41,11.5
7677,2019,230,11.27,26981,34.04,-100.39,10,87.3,39.44,10,10,232,121,41,11.5
7678,2019,230,11.36,26993,34.04,-100.39,10,82.9,38.49,10,10,232,121,41,11.5
7679,2019,230,11.44,27007,34.04,-100.39,10,118.9,37.54,10,10,232,121,41,11.5
7680,2019,230,11.44,27008,34.03,-100.36,10,101.8,37.52,10,10,0,61,41,11.5
7681,2019,230,11.52,27025,34.04,-100.39,10,103.9,36.6,10,10,232,121,41,12
7682,2019,230,11.52,27026,34.03,-100.36,10,71,36.58,10,10,0,61,41,12
7683,2019,230,11.61,27051,34.04,-100.39,10,105.4,35.67,10,10,232,121,41,12
7684,2019,230,11.61,27052,34.03,-100.36,10,73.1,35.65,10,10,0,61,41,12
7685,2019,230,11.69,27069,34.04,-100.39,10,112,34.76,10,10,232,121,41,12
7686,2019,230,11.69,27070,34.03,-100.36,10,98.1,34.74,10,10,0,61,41,12
7687,2019,230,11.77,27090,34.04,-100.39,10,106.3,33.85,10,10,232,121,41,12
7688,2019,230,11.86,27111,34.04,-100.39,10,120,32.96,10,10,232,121,41,12
7689,2019,230,11.86,27112,34.03,-100.36,10,103.6,32.94,10,10,0,61,41,12
7690,2019,230,11.94,27148,34.04,-100.39,10,111.4,32.09,10,10,232,121,41,12
7691,2019,230,11.94,27149,34.03,-100.36,10,71.6,32.07,10,10,0,61,41,12
7692,2019,230,12.02,27182,34.04,-100.39,10,147.6,31.23,10,10,232,121,41,12.5
7693,2019,230,12.02,27183,34.03,-100.36,10,100.5,31.21,10,10,0,61,41,12.5
7694,2019,230,12.11,27214,34.04,-100.39,10,149.2,30.38,10,10,232,121,41,12.5
7695,2019,230,12.11,27215,34.03,-100.36,10,100.3,30.36,10,10,0,61,41,12.5
7696,2019,230,12.19,27240,34.04,-100.39,10,240.4,29.56,10,10,232,121,41,12.5
7697,2019,230,12.19,27241,34.03,-100.36,10,233.4,29.54,10,10,0,61,41,12.5
7698,2019,230,12.27,27268,34.04,-100.39,10,124.3,28.75,10,10,232,121,41,12.5
7699,2019,230,12.27,27269,34.03,-100.36,10,88.3,28.73,10,10,0,61,41,12.5
7700,2019,230,12.36,27295,34.04,-100.39,10,133.2,27.97,10,10,232,121,41,12.5
7701,2019,230,12.36,27296,34.03,-100.36,10,119.6,27.95,10,10,0,61,41,12.5
7702,2019,230,12.44,27325,34.04,-100.39,10,109.4,27.21,10,10,232,121,41,12.5
7703,2019,230,12.44,27326,34.03,-100.36,10,80,27.19,10,10,0,61,41,12.5
7704,2019,230,12.52,27349,34.04,-100.39,10,113,26.48,10,10,232,121,41,13
7705,2019,230,12.52,27350,34.03,-100.36,10,91.7,26.46,10,10,0,61,41,13
7706,2019,230,12.61,27375,34.04,-100.39,10,97,25.78,10,10,232,121,41,13
7707,2019,230,12.69,27396,34.04,-100.39,10,76.2,25.1,10,10,232,121,41,13
7708,2019,230,12.77,27416,34.04,-100.39,10,89,24.47,10,10,232,121,41,13
7709,2019,230,12.86,27440,34.04,-100.39,10,80.2,23.86,10,10,232,121,41,13
7710,2019,230,12.94,27465,34.04,-100.39,10,83.5,23.3,10,10,232,121,41,13
7711,2019,230,13.11,27519,34.06,-100.32,10,95.2,22.3,10,10,352,152,41,13.5
7712,2019,230,13.11,27522,34.04,-100.39,10,82.4,22.31,10,10,232,121,41,13.5
7713,2019,230,13.19,27547,34.04,-100.39,10,82.5,21.88,10,10,232,121,41,13.5
7714,2019,230,13.27,27566,34.04,-100.39,10,73.8,21.5,10,10,232,121,41,13.5
7715,2019,230,13.36,27592,34.04,-100.39,10,74.6,21.18,10,10,232,121,41,13.5
7716,2019,230,13.44,27621,34.04,-100.39,10,77.4,20.92,10,10,232,121,41,13.5
7717,2019,230,13.52,27645,34.04,-100.39,10,79.5,20.71,10,10,232,121,41,14
7718,2019,230,13.69,27700,34.04,-100.39,10,69.3,20.49,10,10,232,121,41,14
7719,2019,230,14.02,27820,34.04,-100.39,10,67.7,20.78,10,10,232,121,41,14.5
7720,2019,230,14.11,27849,34.04,-100.39,10,71.6,21,10,10,232,121,41,14.5
7721,2019,230,14.19,27881,34.04,-100.39,10,94.5,21.29,10,10,232,121,41,14.5
7722,2019,230,14.27,27914,34.04,-100.39,10,76.3,21.63,10,10,232,121,41,14.5
7723,2019,230,14.36,27952,34.04,-100.39,10,60.6,22.02,10,10,232,121,41,14.5
7724,2019,230,14.52,28026,34.04,-100.39,10,74.7,22.95,10,10,232,121,41,15
7725,2019,230,14.61,28065,34.04,-100.39,10,77.7,23.49,10,10,232,121,41,15
7726,2019,230,14.69,28107,34.04,-100.39,10,120.1,24.06,10,10,232,121,41,15
7727,2019,230,14.77,28147,34.04,-100.39,10,90.4,24.68,10,10,232,121,41,15
7728,2019,230,14.86,28184,34.04,-100.39,10,206,25.33,10,10,232,121,41,15
7729,2019,230,14.86,28185,34.03,-100.36,10,152.5,25.34,10,10,0,61,41,15
7730,2019,230,14.94,28226,34.04,-100.39,10,113.2,26.01,10,10,232,121,41,15
7731,2019,230,14.94,28228,33.92,-102.77,15,4.9,24.65,10,10,236,176,40,15
7732,2019,230,15.02,28267,34.04,-100.39,10,92.4,26.73,10,10,232,121,41,15.5
7733,2019,230,15.11,28302,34.04,-100.39,10,87.9,27.47,10,10,232,121,41,15.5
7734,2019,230,15.19,28338,34.04,-100.39,10,185.7,28.23,10,10,232,121,41,15.5
7735,2019,230,15.19,28339,34.03,-100.36,10,113.3,28.25,10,10,0,61,41,15.5
7736,2019,230,15.27,28378,34.04,-100.39,10,109.9,29.02,10,10,232,121,41,15.5
7737,2019,230,15.36,28415,34.04,-100.39,10,86.8,29.83,10,10,232,121,41,15.5
7738,2019,230,15.44,28453,34.04,-100.39,10,123.6,30.67,10,10,232,121,41,15.5
7739,2019,230,15.44,28454,34.03,-100.36,10,70,30.68,10,10,0,61,41,15.5
7740,2019,230,15.52,28490,34.04,-100.39,10,69.8,31.52,10,10,232,121,41,16
7741,2019,230,15.61,28528,34.04,-100.39,10,91.3,32.38,10,10,232,121,41,16
7742,2019,230,15.69,28560,34.04,-100.39,10,115.8,33.26,10,10,232,121,41,16
7743,2019,230,15.69,28561,34.03,-100.36,10,69.3,33.28,10,10,0,61,41,16
7744,2019,230,15.77,28598,34.04,-100.39,10,62.2,34.16,10,10,232,121,41,16
7745,2019,230,15.86,28629,34.04,-100.39,10,73.6,35.07,10,10,232,121,41,16
7746,2019,232,16.17,32912,34.06,-99.91,13,122.8,39.49,10,10,0,61,47,16.5
7747,2019,232,16.17,32913,34.06,-99.88,13,226,39.51,10,10,232,152,47,16.5
7748,2019,232,16.34,32960,34.06,-99.91,13,135.4,41.41,10,10,0,61,47,16.5
7749,2019,232,16.34,32961,34.06,-99.88,13,220.2,41.43,10,10,232,152,47,16.5
7750,2019,232,16.51,32989,34.06,-99.91,13,304.3,43.36,10,10,0,61,47,17
7751,2019,232,16.51,32990,34.06,-99.88,13,478.2,43.38,10,10,232,152,47,17
7752,2019,232,16.67,33025,34.06,-99.91,12,164.2,45.33,10,10,0,61,47,17
7753,2019,232,16.67,33026,34.06,-99.88,13,276.7,45.35,10,10,232,152,47,17
7754,2019,232,16.84,33069,34.06,-99.91,13,198.5,47.32,10,10,0,61,47,17
7755,2019,232,16.84,33070,34.06,-99.88,13,350.9,47.34,10,10,232,152,47,17
7756,2019,232,17.01,33107,34.06,-99.91,13,191.1,49.33,10,10,0,61,47,17.5
7757,2019,232,17.01,33108,34.06,-99.88,13,280.6,49.35,10,10,232,152,47,17.5
7758,2019,232,17.17,33141,34.06,-99.91,13,160.7,51.36,10,10,0,61,47,17.5
7759,2019,232,17.17,33142,34.06,-99.88,13,316.9,51.38,10,10,232,152,47,17.5
7760,2019,232,17.34,33165,34.06,-99.91,12,87,53.39,10,10,0,61,47,17.5
7761,2019,232,17.34,33166,34.06,-99.88,13,163.8,53.41,10,10,232,152,47,17.5
7762,2019,232,17.51,33195,34.06,-99.91,13,90,55.44,10,10,0,61,47,18
7763,2019,232,17.51,33196,34.06,-99.88,13,171.9,55.46,10,10,232,152,47,18
7764,2019,232,17.67,33233,34.06,-99.91,10,103.1,57.49,10,10,0,61,47,18
7765,2019,232,17.67,33234,34.06,-99.88,10,182,57.52,10,10,232,152,47,18
7766,2019,232,17.84,33277,34.06,-99.91,10,376.4,59.56,10,10,0,61,47,18
7767,2019,232,17.84,33278,34.06,-99.88,10,529.9,59.58,10,10,232,152,47,18
7768,2019,232,18.01,33321,34.06,-99.91,12,271.9,61.62,10,10,0,61,47,18.5
7769,2019,232,18.01,33322,34.06,-99.88,10,363.1,61.64,10,10,232,152,47,18.5
7770,2019,232,18.17,33363,34.06,-99.91,10,291.9,63.69,10,10,0,61,47,18.5
7771,2019,232,18.17,33364,34.06,-99.88,10,316.5,63.71,10,10,232,152,47,18.5
7772,2019,232,18.34,33392,34.06,-99.91,10,174.7,65.76,10,10,0,61,47,18.5
7773,2019,232,18.34,33393,34.06,-99.88,12,205.4,65.78,10,10,232,152,47,18.5
7774,2019,232,18.51,33421,34.06,-99.91,12,202,67.83,10,10,0,61,47,19
7775,2019,232,18.51,33422,34.06,-99.88,12,180.8,67.85,10,10,232,152,47,19
7776,2019,232,18.67,33442,34.06,-99.91,10,160.3,69.9,10,10,0,61,47,19
7777,2019,232,18.67,33443,34.06,-99.88,13,218.9,69.92,10,10,232,152,47,19
7778,2019,232,18.84,33465,34.06,-99.91,12,150.2,71.97,10,10,0,61,47,19
7779,2019,232,18.84,33466,34.06,-99.88,10,234.1,71.99,10,10,232,152,47,19
7780,2019,232,19.01,33491,34.06,-99.91,10,210.8,74.26,10,10,0,61,47,19.5
7781,2019,232,19.01,33492,34.06,-99.88,10,318.5,74.28,10,10,232,152,47,19.5
7782,2019,232,19.17,33507,34.06,-99.91,10,165.6,76.32,10,10,0,61,47,19.5
7783,2019,232,19.17,33508,34.06,-99.88,10,307.9,76.35,10,10,232,152,47,19.5
7784,2019,232,19.34,33526,34.06,-99.91,12,145.1,78.38,10,10,0,61,47,19.5
7785,2019,232,19.34,33527,34.06,-99.88,10,242.3,78.4,10,10,232,152,47,19.5
7786,2019,232,19.51,33543,34.06,-99.91,10,127.2,80.43,10,10,0,61,47,20
7787,2019,232,19.51,33544,34.06,-99.88,10,234.3,80.45,10,10,232,152,47,20
7788,2019,232,19.67,33562,34.06,-99.91,12,112.4,82.47,10,10,0,61,47,20
7789,2019,232,19.67,33563,34.06,-99.88,10,204.3,82.49,10,10,232,152,47,20
7790,2019,232,19.84,33576,34.06,-99.91,10,121.2,84.51,10,10,0,61,47,20
7791,2019,232,19.84,33577,34.06,-99.88,10,221.5,84.53,10,10,232,152,47,20
7792,2019,232,20.01,33586,34.06,-99.88,10,218,86.55,10,10,232,152,47,20.5
7793,2019,232,20.17,33595,34.06,-99.91,10,134.7,88.54,10,10,0,61,47,20.5
7794,2019,232,20.17,33596,34.06,-99.88,10,199.3,88.57,10,10,232,152,47,20.5
7795,2019,232,20.34,33603,34.06,-99.91,10,156.2,90.55,10,10,0,61,47,20.5
7796,2019,232,20.34,33604,34.06,-99.88,10,220.8,90.57,10,10,232,152,47,20.5
7797,2019,232,20.51,33607,34.06,-99.91,10,203.4,92.53,10,10,0,61,47,21
7798,2019,232,20.51,33608,34.06,-99.88,10,211.6,92.55,10,10,232,152,47,21
7799,2019,232,20.67,33610,34.06,-99.91,10,153.5,94.5,10,10,0,61,47,21
7800,2019,232,20.67,33611,34.06,-99.88,10,187.7,94.53,10,10,232,152,47,21
7801,2019,232,20.84,33614,34.06,-99.91,10,156.8,96.46,10,10,0,61,47,21
7802,2019,232,20.84,33615,34.06,-99.88,10,236.1,96.48,10,10,232,152,47,21
7803,2019,232,21.01,33618,34.06,-99.88,10,180.3,98.42,10,10,232,152,47,21.5
7804,2019,232,21.17,33635,34.06,-99.88,10,225.7,100.34,10,10,232,152,47,21.5
7805,2019,232,21.34,33647,34.06,-99.88,10,127,102.23,10,10,232,152,47,21.5
7806,2019,232,21.51,33661,34.06,-99.88,10,164.8,104.1,10,10,232,152,47,22
7807,2019,232,21.67,33670,34.06,-99.88,10,202.7,105.95,10,10,232,152,47,22
7808,2019,232,21.84,33674,34.06,-99.91,10,141.9,107.75,10,10,0,61,47,22
7809,2019,232,21.84,33675,34.06,-99.88,10,255.4,107.76,10,10,232,152,47,22
7810,2019,232,22.01,33677,34.06,-99.88,10,224.1,109.55,10,10,232,152,47,22.5
7811,2019,232,22.17,33679,34.06,-99.88,10,160.1,111.31,10,10,232,152,47,22.5
7812,2019,232,22.34,33682,34.06,-99.88,10,138.9,113.02,10,10,232,152,47,22.5
7813,2019,232,22.51,33684,34.06,-99.88,10,130.4,114.7,10,10,232,152,47,23
7814,2019,232,22.67,33817,34.06,-99.88,10,129.8,116.33,10,10,232,152,47,23
7815,2019,232,22.84,34492,34.06,-99.88,10,133.3,117.92,10,10,232,152,47,23
7816,2019,232,23.01,35111,34.06,-99.88,10,190.9,119.46,10,10,232,152,47,23.5
7817,2019,232,23.17,35752,34.06,-99.88,10,110,120.94,10,10,232,152,47,23.5
7818,2019,232,23.34,36506,34.06,-99.88,10,71.2,122.37,10,10,232,152,47,23.5
7819,2019,232,23.51,37265,34.06,-99.88,10,58.6,123.73,10,10,232,152,47,24
7820,2019,232,23.67,37963,34.06,-99.88,10,42.4,125.02,10,10,232,152,47,24
7821,2019,232,23.84,38588,34.06,-99.88,10,51.6,126.24,10,10,232,152,47,24
7822,2019,233,0.01,39198,34.06,-99.88,10,48.2,127.38,10,10,232,152,47,0.5
7823,2019,233,0.17,39672,34.06,-99.88,10,39.2,128.44,10,10,232,152,47,0.5
7824,2019,233,0.34,40070,34.06,-99.88,10,40.1,129.4,10,10,232,152,47,0.5
7825,2019,233,11.84,44832,34.06,-99.88,10,47.2,33.37,10,10,232,152,47,12
7826,2019,233,12.17,44874,34.06,-99.88,10,44.8,30.04,10,10,232,152,47,12.5
7827,2019,233,12.34,44908,34.06,-99.91,12,65.9,28.52,10,10,0,61,47,12.5
7828,2019,233,12.34,44909,34.06,-99.88,10,147.8,28.5,10,10,232,152,47,12.5
7829,2019,233,12.51,44964,34.06,-99.88,12,58.8,27.07,10,10,232,152,47,13
7830,2019,233,12.67,45002,34.06,-99.91,15,53.2,25.76,10,10,0,61,47,13
7831,2019,233,12.67,45003,34.06,-99.88,12,138.9,25.75,10,10,232,152,47,13
7832,2019,233,12.84,45044,34.06,-99.91,10,73,24.58,10,10,0,61,47,13
7833,2019,233,12.84,45045,34.06,-99.88,10,278.5,24.57,10,10,232,152,47,13
7834,2019,233,12.84,45046,34.06,-99.85,12,79.6,24.56,10,10,232,152,40,13
7835,2019,233,13.01,45074,34.06,-99.88,12,291.9,23.55,10,10,232,152,47,13.5
7836,2019,233,13.01,45075,34.06,-99.85,12,65.2,23.54,10,10,232,152,40,13.5
7837,2019,233,13.17,45097,34.06,-99.88,10,271.1,22.71,10,10,232,152,47,13.5
7838,2019,233,13.17,45098,34.06,-99.85,14,78.9,22.7,10,10,232,152,40,13.5
7839,2019,233,13.34,45112,34.06,-99.91,10,79,22.08,10,10,0,61,47,13.5
7840,2019,233,13.34,45113,34.06,-99.88,10,297.5,22.08,10,10,232,152,47,13.5
7841,2019,233,13.34,45114,34.06,-99.85,10,70.4,22.07,10,10,232,152,40,13.5
7842,2019,233,13.51,45132,34.06,-99.88,10,174.2,21.67,10,10,232,152,47,14
7843,2019,233,13.67,45152,34.06,-99.91,10,180.2,21.49,10,10,0,61,47,14
7844,2019,233,13.67,45153,34.06,-99.88,10,361.2,21.49,10,10,232,152,47,14
7845,2019,233,13.84,45195,34.06,-99.91,12,165,21.55,10,10,0,61,47,14
7846,2019,233,13.84,45196,34.06,-99.88,10,391.5,21.55,10,10,232,152,47,14
7847,2019,233,14.01,45256,34.06,-99.91,14,98.4,21.84,10,10,0,61,47,14.5
7848,2019,233,14.01,45257,34.06,-99.88,10,251.7,21.85,10,10,232,152,47,14.5
7849,2019,233,14.17,45318,34.06,-99.91,13,140.8,22.37,10,10,0,61,47,14.5
7850,2019,233,14.17,45319,34.06,-99.88,13,222.4,22.38,10,10,232,152,47,14.5
7851,2019,233,14.34,45378,34.06,-99.91,10,151.5,23.11,10,10,0,61,47,14.5
7852,2019,233,14.34,45379,34.06,-99.88,10,337.7,23.12,10,10,232,152,47,14.5
7853,2019,233,14.51,45410,34.06,-99.88,10,185.8,24.05,10,10,232,152,47,15
7854,2019,233,14.67,45448,34.06,-99.91,10,193.8,25.14,10,10,0,61,47,15
7855,2019,233,14.67,45449,34.06,-99.88,10,388.6,25.15,10,10,232,152,47,15
7856,2019,233,14.84,45488,34.06,-99.91,10,139,26.39,10,10,0,61,47,15
7857,2019,233,14.84,45489,34.06,-99.88,12,266.7,26.41,10,10,232,152,47,15
7858,2019,233,15.01,45543,34.06,-99.91,12,120,27.77,10,10,0,61,47,15.5
7859,2019,233,15.01,45544,34.06,-99.88,10,194.8,27.79,10,10,232,152,47,15.5
7860,2019,233,15.17,45579,34.06,-99.88,12,75.3,29.28,10,10,232,152,47,15.5
7861,2019,233,15.34,45614,34.06,-99.91,14,92.1,30.85,10,10,0,61,47,15.5
7862,2019,233,15.34,45615,34.06,-99.88,10,137.7,30.86,10,10,232,152,47,15.5
7863,2019,233,15.51,45656,34.06,-99.88,13,122.4,32.53,10,10,232,152,47,16
7864,2019,233,15.67,45689,34.06,-99.88,10,238.5,34.26,10,10,232,152,47,16
7865,2019,233,15.67,45690,34.06,-99.85,10,74.9,34.28,10,10,232,152,40,16
7866,2019,233,15.84,45721,34.06,-99.91,13,455.6,36.03,10,10,0,61,47,16
7867,2019,233,15.84,45722,34.06,-99.88,13,393.1,36.05,10,10,232,152,47,16
7868,2019,233,16.01,45743,34.06,-99.91,10,202.9,37.87,10,10,0,61,47,16.5
7869,2019,233,16.01,45744,34.06,-99.88,13,248.4,37.89,10,10,232,152,47,16.5
7870,2019,233,16.17,45774,34.06,-99.91,13,111.7,39.74,10,10,0,61,47,16.5
7871,2019,233,16.17,45775,34.06,-99.88,13,232.9,39.76,10,10,232,152,47,16.5
7872,2019,233,16.34,45805,34.06,-99.91,13,109.4,41.66,10,10,0,61,47,16.5
7873,2019,233,16.34,45806,34.06,-99.88,12,153.7,41.68,10,10,232,152,47,16.5
7874,2019,233,16.51,45832,34.06,-99.91,10,935.8,43.6,10,10,0,61,47,17
7875,2019,233,16.51,45833,34.06,-99.88,10,718.9,43.62,10,10,232,152,47,17
7876,2019,233,16.67,45852,34.06,-99.93,10,206.9,45.55,10,10,232,152,41,17
7877,2019,233,16.67,45853,34.06,-99.91,10,1537.4,45.57,10,10,0,61,47,17
7878,2019,233,16.67,45854,34.06,-99.88,10,1210.1,45.59,10,10,232,152,47,17
7879,2019,233,16.67,45855,34.06,-99.85,13,277.8,45.61,10,10,232,152,40,17
7880,2019,233,16.84,45869,34.06,-99.93,10,69.1,47.54,10,10,232,152,41,17
7881,2019,233,16.84,45870,34.06,-99.91,10,1039.9,47.56,10,10,0,61,47,17
7882,2019,233,16.84,45871,34.06,-99.88,12,692.9,47.58,10,10,232,152,47,17
7883,2019,233,16.84,45872,34.06,-99.85,13,169.8,47.6,10,10,232,152,40,17
7884,2019,233,17.01,45882,34.06,-99.91,10,912.5,49.57,10,10,0,61,47,17.5
7885,2019,233,17.01,45883,34.06,-99.88,10,789.7,49.59,10,10,232,152,47,17.5
7886,2019,233,17.01,45884,34.06,-99.85,13,142.7,49.61,10,10,232,152,40,17.5
7887,2019,233,17.17,45903,34.06,-99.93,10,95.8,51.57,10,10,232,152,41,17.5
7888,2019,233,17.17,45904,34.06,-99.91,10,820.8,51.59,10,10,0,61,47,17.5
7889,2019,233,17.17,45905,34.06,-99.88,10,836.3,51.61,10,10,232,152,47,17.5
7890,2019,233,17.17,45906,34.06,-99.85,13,155.1,51.63,10,10,232,152,40,17.5
7891,2019,233,17.34,45923,34.06,-99.91,10,541.1,53.62,10,10,0,61,47,17.5
7892,2019,233,17.34,45924,34.06,-99.88,10,432.5,53.64,10,10,232,152,47,17.5
7893,2019,233,17.34,45925,34.06,-99.85,10,117.1,53.67,10,10,232,152,40,17.5
7894,2019,233,17.51,45941,34.06,-99.93,10,160,55.65,10,10,232,152,41,18
7895,2019,233,17.51,45942,34.06,-99.91,10,1891.3,55.67,10,10,0,61,47,18
7896,2019,233,17.51,45943,34.06,-99.88,10,1007.6,55.69,10,10,232,152,47,18
7897,2019,233,17.51,45944,34.06,-99.85,10,206.1,55.71,10,10,232,152,40,18
7898,2019,233,17.67,45961,34.06,-99.93,10,98.6,57.7,10,10,232,152,41,18
7899,2019,233,17.67,45962,34.06,-99.91,10,714.9,57.72,10,10,0,61,47,18
7900,2019,233,17.67,45963,34.06,-99.88,10,697.2,57.74,10,10,232,152,47,18
7901,2019,233,17.67,45964,34.06,-99.85,10,157,57.76,10,10,232,152,40,18
7902,2019,233,17.84,45974,34.06,-99.91,10,617.4,59.78,10,10,0,61,47,18
7903,2019,233,17.84,45975,34.06,-99.88,10,605.8,59.8,10,10,232,152,47,18
